"neighbourhood_cleansed","room_type","bathrooms","bedrooms","accommodates","minimum_nights","availability_365","number_of_reviews","review_scores_rating","review_scores_cleanliness","review_scores_location","host_is_superhost","instant_bookable","host_identity_verified","calculated_host_listings_count","dist_to_downtown","price"
"Hennepin","Entire home/apt",2,4,7,4,39,46,4.84,4.6,4.89,1,1,1,4,4.94594694333468,130
"Hennepin","Entire home/apt",1,1,2,1,359,594,4.56,4.59,4.87,0,1,1,2,2.04834166154853,72
"Hennepin","Private room",1.5,1,2,3,124,243,4.87,4.79,4.67,0,0,1,2,1.77064861704429,31
"Dakota","Private room",1.5,1,2,1,53,18,4.94,4.94,4.94,0,1,0,2,17.9955269866437,75
"Dakota","Private room",1,1,2,1,49,69,4.93,4.97,4.93,0,0,1,1,4.48969603383133,44
"Hennepin","Entire home/apt",2,3,6,30,284,81,4.84,4.72,4.85,1,0,1,12,2.09007292011983,99
"Hennepin","Entire home/apt",1,4,8,2,259,161,4.93,4.94,4.99,1,1,1,6,3.29834164132872,168
"Ramsey","Private room",1,1,6,1,169,224,4.68,4.47,4.96,0,0,0,3,1.6641162013794,150
"Hennepin","Entire home/apt",1,2,6,30,0,1,5,4,5,0,0,1,1,2.56378042900765,573
"Carver","Entire home/apt",6,6,16,5,134,1,5,5,5,0,0,1,1,14.8833390365872,1700
"Hennepin","Entire home/apt",2,2,4,2,133,57,4.63,4.74,4.93,0,0,1,1,3.46131919153417,128
"Hennepin","Private room",1,1,2,1,89,10,4.8,4.9,4.78,0,0,0,1,12.4718247149831,60
"Ramsey","Entire home/apt",2,4,16,2,342,182,4.77,4.76,4.59,0,0,1,6,1.84630839463419,108
"St. Croix","Entire home/apt",1,1,8,1,235,286,4.91,4.91,4.96,1,0,1,1,24.6528348369778,124
"Ramsey","Entire home/apt",1,2,5,1,227,116,4.7,4.6,4.98,1,0,1,3,4.01123260416396,89
"Hennepin","Private room",1,1,4,2,231,209,5,5,5,1,1,0,1,12.1146395764379,125
"Hennepin","Entire home/apt",1,1,4,1,273,365,4.96,4.96,4.94,1,1,0,1,3.75234949411232,81
"Mille Lacs","Entire home/apt",1,3,3,1,124,71,4.67,4.6,4.91,0,0,0,2,81.0557653544655,162
"Hennepin","Entire home/apt",1,1,4,2,46,224,4.89,4.95,4.92,1,1,1,1,3.40212804555012,75
"Hennepin","Entire home/apt",1.5,3,4,4,52,49,4.94,4.92,4.83,0,0,1,1,2.68953987682145,220
"Hennepin","Entire home/apt",2,4,16,1,345,217,4.9,4.94,4.94,1,0,1,6,4.32478366443692,155
"Mille Lacs","Entire home/apt",1,3,3,1,135,29,4.72,4.69,4.71,0,0,0,2,81.1276748277212,158
"Hennepin","Entire home/apt",3,4,14,5,296,17,4.29,3.71,4.76,0,0,0,3,9.79457142251763,199
"Hennepin","Entire home/apt",2,4,8,2,73,45,4.86,4.77,4.98,1,0,0,1,5.4609388173219,239
"Hennepin","Private room",1,1,1,2,144,112,4.9,4.83,4.93,0,0,1,5,3.19233360123134,36
"Hennepin","Private room",1,1,2,3,169,54,4.81,4.81,4.98,0,0,1,5,3.2343173749482,42
"St. Croix","Private room",2,1,2,1,361,128,4.9,4.91,4.85,1,0,1,4,19.6469137128095,80
"Wright","Entire home/apt",1,2,6,5,119,63,4.95,4.94,4.98,1,0,0,1,34.4558979503664,250
"Hennepin","Entire home/apt",2.5,4,14,2,278,84,5,4.98,4.9,0,1,1,1,22.901005807391,300
"Hennepin","Private room",1,1,2,1,177,99,4.79,4.78,4.91,0,1,1,5,3.27975906473252,42
"Hennepin","Private room",1,1,2,2,295,17,5,5,5,1,0,1,2,8.25301822110204,79
"Hennepin","Private room",1,2,3,3,83,82,4.79,4.74,4.83,1,0,1,4,2.62665143294421,97
"Hennepin","Entire home/apt",2.5,3,6,4,18,51,4.8,4.61,4.96,1,0,1,12,7.47191819348219,269
"Hennepin","Private room",1,1,2,1,52,430,4.8,4.9,4.72,0,0,1,1,0.899085903785308,40
"Dakota","Entire home/apt",1,1,6,2,159,47,4.94,4.74,4.96,1,0,1,1,5.64613246729332,107
"Hennepin","Entire home/apt",1,2,6,2,5,152,4.97,4.9,4.95,1,0,1,1,16.1332978830207,135
"St. Croix","Private room",1.5,1,6,1,351,216,4.95,4.86,4.94,1,0,1,1,29.7570103443962,89
"Hennepin","Private room",1,1,1,2,115,98,4.85,4.78,4.93,0,0,1,5,3.19836892492829,36
"Hennepin","Entire home/apt",1,1,4,2,124,168,4.96,4.92,4.97,1,0,0,1,0.81525682502385,144
"Ramsey","Private room",2,1,1,2,318,185,4.87,4.72,4.95,1,1,0,2,2.05750133828055,51
"St. Croix","Entire home/apt",2,2,6,4,0,5,5,4.8,5,0,0,1,1,18.2549985835184,999
"Hennepin","Private room",1,1,4,1,68,495,4.91,4.91,4.95,1,0,1,1,1.86960710179905,51
"St. Croix","Private room",2,1,3,1,365,44,4.95,4.93,4.95,1,0,1,4,19.7525544985338,80
"St. Croix","Private room",2,1,2,1,365,35,4.94,4.97,4.83,1,0,1,4,19.7100767096558,80
"Hennepin","Entire home/apt",1,1,4,7,113,135,5,4.99,4.96,1,1,1,1,1.84243568103448,175
"Anoka","Private room",1,1,2,2,0,15,4.93,4.93,4.87,0,0,1,1,10.3834761719795,35
"Hennepin","Entire home/apt",1,2,5,1,72,230,4.91,4.88,4.96,1,0,1,1,3.188077561205,120
"Ramsey","Entire home/apt",2,4,16,2,283,184,4.64,4.56,4.77,0,0,1,6,3.56339835813755,125
"Hennepin","Entire home/apt",1,2,6,2,250,93,4.94,4.74,4.97,1,0,0,1,3.08839014961588,100
"Dakota","Private room",1,1,1,2,180,28,4.93,4.89,4.89,0,0,1,1,9.12411323489494,77
"Hennepin","Private room",1,1,1,2,297,38,4.89,4.89,4.95,0,0,0,2,12.4119925197524,60
"Mille Lacs","Entire home/apt",1,2,10,2,344,18,4.56,4.33,4.89,0,0,0,5,83.7045250208771,182
"Hennepin","Entire home/apt",3.5,4,12,2,0,10,4.9,4.9,4.8,0,0,0,1,3.95314068075531,900
"Hennepin","Entire home/apt",3,4,8,2,0,10,5,5,4.9,1,0,1,91,2.93170200678052,328
"Hennepin","Hotel room",1,2,4,30,173,55,4.49,4.62,4.75,0,0,1,4,1.11450946211748,130
"Ramsey","Private room",1,1,2,30,107,51,4.8,4.71,4.88,0,0,1,1,5.65047175616601,60
"Hennepin","Entire home/apt",1,2,5,30,207,98,4.87,4.72,4.99,1,1,1,9,4.23619536345272,128
"Hennepin","Private room",1,1,2,2,89,1,5,5,5,0,0,0,3,9.77863812929748,95
"Hennepin","Entire home/apt",2,2,4,3,131,26,5,4.92,5,1,0,0,2,5.5192993345657,175
"Anoka","Entire home/apt",1,2,2,44,132,7,5,4.57,4.71,0,0,1,1,4.61430214455619,57
"Hennepin","Entire home/apt",2,3,12,5,296,9,4.56,4.56,5,0,0,0,3,9.86872980571917,180
"Pierce","Private room",1,1,3,1,8,46,4.98,5,4.96,0,0,0,1,49.8261464246462,128
"Ramsey","Private room",1,1,1,21,265,19,4.53,4.47,4.83,0,0,1,3,1.11234967755953,40
"Ramsey","Entire home/apt",3,6,16,2,358,46,4.83,4.74,4.93,1,1,1,2,10.7393648731279,700
"Hennepin","Entire home/apt",1,3,5,6,236,98,4.81,4.77,4.97,0,0,1,1,1.45663812654664,102
"Dakota","Private room",1.5,1,5,1,80,48,4.88,4.88,4.83,0,0,1,1,6.55933864614919,65
"Hennepin","Entire home/apt",2,3,6,3,92,129,4.95,4.95,4.97,1,0,1,2,3.59433751838339,238
"Ramsey","Private room",1,1,2,1,65,100,4.92,4.93,4.94,1,0,1,2,3.95662510608073,63
"Hennepin","Private room",2.5,1,2,2,363,64,4.94,5,4.98,0,0,0,1,3.3128655232709,90
"Pierce","Private room",1,1,6,2,0,72,4.94,4.93,5,1,0,1,1,18.7847021560522,105
"Hennepin","Entire home/apt",1,2,5,2,303,133,4.87,4.76,4.95,1,0,1,9,1.842875106521,92
"Ramsey","Private room",1,1,1,1,39,89,4.98,4.97,4.91,1,0,1,1,1.05727350120617,39
"Ramsey","Entire home/apt",1,1,2,7,244,95,4.91,4.91,4.87,1,0,1,1,3.64883134495436,100
"Hennepin","Entire home/apt",1,3,7,2,261,116,4.97,4.97,4.97,1,1,1,6,3.26025988442165,161
"Anoka","Entire home/apt",1.5,3,7,1,0,2,1,1,1,0,0,1,1,4.65624682220453,91
"Ramsey","Entire home/apt",1,3,8,2,291,139,4.91,4.96,4.96,1,0,1,3,5.48695952006276,207
"Hennepin","Entire home/apt",1,2,4,30,73,11,4.64,4.3,5,0,0,1,2,4.42909876394252,63
"Ramsey","Entire home/apt",1.5,2,5,3,47,75,4.99,4.97,4.97,1,0,0,1,2.01260731464433,118
"Hennepin","Private room",1,1,2,1,155,113,4.96,4.93,4.89,1,0,1,1,5.69128402131149,58
"Wright","Entire home/apt",1,3,6,2,299,58,4.9,4.66,4.93,1,0,1,1,33.2663073756918,189
"Ramsey","Private room",2,2,4,2,321,206,4.96,4.97,4.97,1,0,1,1,3.3334610395539,81
"Anoka","Private room",1.5,1,2,3,363,1,5,5,5,0,1,1,1,14.0033138193198,90
"Washington","Entire home/apt",2,5,10,2,20,34,4.74,4.74,4.82,0,0,1,2,16.1457084826202,875
"St. Croix","Entire home/apt",2,4,10,2,283,197,4.98,4.97,4.98,1,0,1,2,24.7387148309023,595
"Hennepin","Private room",1,1,2,1,59,144,4.78,4.84,4.82,1,0,1,4,4.30317291626574,38
"Hennepin","Entire home/apt",1,3,6,2,0,313,4.91,4.85,4.78,0,0,1,6,0.890149356744627,124
"Dakota","Entire home/apt",1,1,4,1,10,500,4.86,4.73,4.89,1,0,1,1,5.98694712713116,73
"Ramsey","Private room",1,2,4,2,41,55,4.82,4.8,4.95,0,0,1,1,3.04706899316675,96
"Washington","Entire home/apt",3.5,3,2,1,0,1,4,5,4,0,0,0,1,7.14539447304518,1950
"Hennepin","Entire home/apt",4,8,14,30,363,31,4.94,4.68,4.87,1,0,1,12,2.05938900382909,420
"Ramsey","Entire home/apt",1,1,4,2,146,112,4.93,4.98,4.93,0,0,1,1,3.94787238229687,89
"Chisago","Entire home/apt",1,2,6,3,334,58,4.95,4.97,4.93,1,0,1,1,32.5695709195817,220
"Dakota","Private room",1,2,6,1,0,56,4.64,4.93,4.93,0,0,0,1,14.8363017399217,40
"Hennepin","Entire home/apt",1,2,4,1,157,238,4.97,4.97,4.93,0,0,1,1,3.09645892514171,101
"Pierce","Entire home/apt",1,1,4,2,129,137,4.97,4.96,4.95,1,0,1,1,37.9143240048266,121
"Dakota","Private room",1,2,4,1,136,120,4.88,4.92,4.88,1,0,0,1,2.32048654522078,60
"Wright","Entire home/apt",3.5,6,16,1,261,151,4.63,4.59,4.78,0,0,1,1,46.3283367055054,179
"Hennepin","Entire home/apt",5.5,5,14,2,315,25,4.92,4.72,4.92,1,0,1,6,1.62392976221197,492
"Hennepin","Entire home/apt",1,3,8,2,90,180,4.88,4.81,4.94,0,1,1,3,2.13646212256908,164
"Hennepin","Entire home/apt",1,2,5,1,50,372,4.74,4.59,4.91,1,0,1,2,1.75974852588422,134
"Hennepin","Entire home/apt",1,1,4,7,156,210,4.98,5,4.95,1,1,1,1,13.0818070508426,110
"Scott","Private room",1,1,2,1,133,126,4.93,4.9,4.94,1,0,0,2,17.9407297293366,51
"Hennepin","Private room",1,1,1,1,177,70,4.74,4.79,4.81,1,0,0,1,8.41759604658564,45
"Ramsey","Private room",1,1,2,2,0,6,3.67,3.67,4.67,0,0,1,1,0.2717252888137,55
"Ramsey","Entire home/apt",1,3,6,2,190,4,5,5,5,0,0,1,1,2.70991692467959,125
"Ramsey","Private room",1,1,1,1,147,45,4.82,4.71,4.96,1,0,1,2,3.07790776800971,52
"Hennepin","Entire home/apt",1,1,2,4,245,86,4.92,4.98,4.98,1,0,1,1,4.0364722800567,86
"Hennepin","Entire home/apt",1,1,2,7,232,116,4.97,4.99,4.96,1,0,1,1,10.1909856778007,65
"Hennepin","Entire home/apt",1,3,7,30,178,7,4.71,5,5,0,0,0,1,1.63615328201342,136
"Hennepin","Entire home/apt",2,7,15,2,234,70,4.99,4.99,5,1,1,1,6,3.29552895556237,343
"Hennepin","Entire home/apt",2.5,4,10,3,206,65,4.88,4.65,4.86,1,0,1,1,11.7282066690833,400
"Hennepin","Entire home/apt",1,2,4,5,277,185,4.99,4.99,4.99,1,0,1,2,2.09067149684999,170
"Hennepin","Entire home/apt",1,2,5,30,365,15,4.6,4.8,3.93,0,0,1,7,2.03464334699625,170
"Hennepin","Entire home/apt",4,4,8,2,178,1,5,5,5,0,0,1,1,12.6785032359176,1038
"Hennepin","Entire home/apt",1,2,6,1,123,289,4.79,4.89,4.83,0,0,1,5,0.824728430157129,81
"Le Sueur","Entire home/apt",2,3,12,30,90,3,5,5,5,0,0,1,1,38.387562772345,95
"Washington","Private room",1,1,3,1,346,31,4.9,4.94,4.87,1,0,1,7,8.91666446759842,85
"Washington","Private room",1,1,2,1,339,43,4.93,5,4.95,1,0,1,7,8.90584595338774,75
"Hennepin","Private room",1.5,1,2,1,82,238,4.92,4.99,4.92,1,0,1,3,6.38360880068447,60
"Ramsey","Entire home/apt",1,1,4,1,0,142,4.91,4.89,4.89,0,1,0,1,1.33538456464754,79
"Hennepin","Entire home/apt",5,10,16,2,67,4,3.5,5,2.75,0,1,1,5,2.66361264522639,800
"Anoka","Private room",1,1,2,1,87,2,5,5,5,0,0,0,1,15.1603804556516,125
"Wright","Entire home/apt",1,2,6,1,319,179,4.91,4.94,4.91,1,1,0,1,43.8402779820552,200
"Hennepin","Entire home/apt",1,2,4,30,297,17,4.53,4.59,4.76,0,0,1,1,2.34993909810447,89
"Hennepin","Entire home/apt",1,1,1,60,244,42,4.95,4.98,4.95,0,0,1,3,2.15598413269755,95
"Hennepin","Private room",1,2,7,1,179,17,5,5,5,0,0,0,1,2.23483682769169,257
"Hennepin","Entire home/apt",2.5,2,4,7,326,2,5,5,5,0,1,1,1,1.61071437775441,318
"Hennepin","Entire home/apt",2,3,6,3,205,62,4.9,4.8,4.97,1,0,0,1,3.8644672820419,190
"St. Croix","Entire home/apt",1,1,2,2,0,196,4.98,5,4.96,1,0,1,1,17.2175103749743,149
"Hennepin","Entire home/apt",1,1,4,30,190,12,4.9,5,4.8,0,0,1,1,2.79954941729335,44
"Hennepin","Private room",1,1,2,3,171,60,4.85,4.73,4.83,1,0,1,4,2.5917146466219,89
"Dakota","Private room",1,1,2,1,264,172,4.94,4.92,4.92,1,1,0,2,5.46010530668554,70
"Pierce","Entire home/apt",2,3,6,2,22,140,4.99,5,4.94,1,0,1,1,33.8892732508389,195
"Mille Lacs","Entire home/apt",2,5,10,1,356,14,4.64,4.64,4.5,0,0,1,9,81.3786946633756,506
"Dakota","Entire home/apt",1,2,3,3,232,72,4.92,4.93,4.9,1,0,0,1,2.29196121631101,120
"Dakota","Entire home/apt",1,1,2,2,11,57,4.75,4.84,4.84,1,1,0,1,19.4466631797481,87
"Hennepin","Private room",1,1,2,3,180,73,4.85,4.73,4.86,1,0,1,4,2.6986228091197,82
"Hennepin","Entire home/apt",1,1,4,30,0,142,4.92,4.93,4.92,0,0,1,1,2.27831919645745,85
"Hennepin","Private room",1,2,4,5,90,16,4.69,4.81,4.94,1,0,1,4,2.72238070620763,180
"Hennepin","Entire home/apt",1,1,4,1,148,205,4.61,4.72,4.75,0,1,1,5,0.769662789988831,80
"Hennepin","Entire home/apt",3,5,9,2,0,18,4.67,4.44,4.83,0,0,1,4,5.84452454299917,200
"Hennepin","Entire home/apt",1,1,2,1,145,193,4.67,4.82,4.82,0,0,1,5,0.793173217546461,77
"Hennepin","Entire home/apt",1,1,4,1,116,232,4.72,4.86,4.76,0,1,1,5,0.793173217546461,79
"Hennepin","Entire home/apt",1,1,3,1,135,211,4.66,4.77,4.82,0,1,1,5,0.76178110319706,81
"Washington","Entire home/apt",3.5,5,9,2,23,10,5,5,5,0,0,1,1,7.52934143885189,357
"Ramsey","Entire home/apt",1,1,2,3,321,98,4.82,4.95,4.99,1,1,1,1,2.75033873932906,95
"St. Croix","Entire home/apt",7.5,5,16,1,334,15,5,4.93,5,0,0,1,8,17.0347219283358,1600
"Ramsey","Private room",1,1,2,2,340,41,4.95,5,5,1,1,1,4,1.05592821638364,163
"Anoka","Entire home/apt",3.5,4,8,5,83,8,5,5,5,0,0,0,1,14.4326879104837,525
"Ramsey","Entire home/apt",2.5,4,8,2,74,9,4.78,4.56,4.89,0,0,0,1,7.89807357650186,700
"Hennepin","Entire home/apt",1,3,6,2,309,145,4.74,4.58,4.99,1,0,1,9,4.23619536345272,144
"Washington","Entire home/apt",1,2,5,1,128,416,4.72,4.69,4.98,1,1,1,5,15.8815500459782,153
"Hennepin","Private room",1,1,2,30,90,42,4.69,4.64,4.98,0,0,1,2,4.29313461082756,30
"St. Croix","Entire home/apt",1.5,1,4,2,262,142,4.96,4.96,4.99,0,1,0,1,16.6451664537163,140
"Hennepin","Private room",1,1,2,30,0,19,5,4.95,5,0,0,1,1,4.27807308736436,80
"Hennepin","Entire home/apt",1,1,2,1,84,94,4.87,4.99,4.97,0,0,0,1,8.94262681888888,73
"Ramsey","Private room",1,1,3,2,342,19,5,4.94,5,1,1,1,4,0.993891843814338,163
"Hennepin","Private room",1.5,1,2,1,89,202,4.9,4.96,4.95,1,0,1,3,6.42506587419786,60
"Hennepin","Entire home/apt",3,3,7,2,0,11,4.82,4.55,5,0,0,1,1,9.87745296692824,250
"Hennepin","Entire home/apt",1,1,2,1,283,73,4.91,4.82,4.9,1,0,1,10,2.6910385549487,77
"Ramsey","Private room",1.5,1,1,1,365,23,4.87,4.7,4.87,1,0,1,64,3.97779533832533,37
"Hennepin","Entire home/apt",1,3,5,2,364,23,4.36,4.36,4.14,0,0,0,1,2.3325480318963,185
"Hennepin","Entire home/apt",2,3,5,14,251,9,4.89,4.78,5,1,0,1,1,9.02350373316786,149
"Hennepin","Private room",1,1,3,2,9,75,4.92,4.91,4.95,1,0,1,1,3.81245657332743,45
"Hennepin","Private room",1,1,2,2,171,29,5,5,5,0,0,1,1,3.86882443301138,75
"Hennepin","Entire home/apt",1,2,4,1,163,147,4.93,4.93,4.97,1,0,1,3,2.05867457864564,73
"Ramsey","Entire home/apt",1,2,5,3,0,108,4.86,4.92,4.82,0,0,1,3,3.99766612594694,75
"Hennepin","Entire home/apt",2,3,5,30,275,5,4.6,5,5,0,1,1,1,4.01601936505078,208
"Hennepin","Entire home/apt",1,1,4,2,114,131,4.89,4.85,4.94,1,0,1,1,7.05952449274263,95
"Hennepin","Entire home/apt",2,3,6,3,65,14,5,5,4.93,1,0,1,1,3.76395681405929,265
"Ramsey","Private room",1,1,2,1,0,20,4.65,4.47,4.79,0,0,1,1,5.31466137869786,45
"Ramsey","Entire home/apt",1,3,6,2,206,108,4.94,4.96,4.93,1,0,1,1,2.85276664016247,125
"Hennepin","Private room",1,2,5,1,103,159,4.98,5,4.95,1,1,1,1,12.8171600145276,55
"Hennepin","Entire home/apt",1,2,3,2,344,131,4.99,4.98,5,1,0,0,1,2.75447304048803,132
"Anoka","Private room",1,1,2,5,364,8,4.75,4.75,4,0,0,0,1,11.5530951373505,37
"Hennepin","Entire home/apt",1,2,4,2,10,210,4.99,4.98,4.99,1,0,1,1,3.77439092882028,126
"Washington","Entire home/apt",4,4,8,5,309,29,4.79,4.59,4.72,0,0,1,1,10.179886854829,400
"Hennepin","Entire home/apt",1,2,5,30,241,75,4.89,4.71,4.97,1,0,1,9,4.23619536345272,124
"Hennepin","Entire home/apt",1,1,2,1,206,93,4.97,4.99,4.98,1,0,1,3,4.86176432922721,91
"Ramsey","Entire home/apt",1,1,2,1,0,171,4.98,5,4.99,1,0,1,6,1.77808470729122,99
"Hennepin","Entire home/apt",1,3,8,1,343,115,4.92,4.81,4.9,1,0,1,1,2.58633895451918,169
"Hennepin","Entire home/apt",1,2,4,2,238,151,4.91,4.89,4.95,1,0,1,1,3.21936374999613,76
"Carver","Entire home/apt",1,1,4,3,234,33,4.85,4.85,4.94,0,0,0,1,21.5864423592583,65
"Hennepin","Entire home/apt",1,2,5,2,365,155,4.91,4.95,4.85,1,1,1,6,7.07970556448444,125
"Hennepin","Entire home/apt",1,2,5,2,166,120,4.86,4.85,4.97,1,0,0,1,1.29904507657299,175
"Hennepin","Entire home/apt",2,4,8,3,348,18,4.83,4.72,5,0,1,1,2,16.4386874355871,321
"Ramsey","Private room",2,1,2,1,365,19,4.63,4.47,4.63,0,0,1,1,6.23844594107382,60
"Ramsey","Entire home/apt",1,2,4,2,108,115,4.86,4.81,4.96,1,0,1,11,0.808119074730661,129
"Hennepin","Entire home/apt",1,1,2,30,268,20,4.16,4.79,4.74,0,0,1,4,1.17957729388095,110
"Hennepin","Entire home/apt",1.5,2,4,30,207,2,5,5,5,0,0,1,1,4.6561389510846,100
"Hennepin","Entire home/apt",2,4,14,2,134,65,4.98,4.94,4.95,1,0,1,4,2.32328772292218,255
"Hennepin","Entire home/apt",1,1,1,2,0,3,5,5,5,0,0,0,1,7.26424299281625,90
"Hennepin","Entire home/apt",1.5,1,4,2,68,309,4.89,4.89,4.72,1,0,1,1,2.42940164503953,105
"Hennepin","Entire home/apt",2.5,4,9,2,312,53,4.89,4.77,4.92,1,0,1,91,4.91955722068258,380
"Hennepin","Entire home/apt",2,3,6,4,259,135,4.92,4.9,4.96,1,1,1,1,16.6119634414975,123
"Hennepin","Private room",1,1,1,1,29,34,4.71,4.53,4.97,1,0,1,3,8.41999020297426,58
"Scott","Entire home/apt",3.5,5,6,5,351,13,4.85,4.85,4.92,1,0,1,2,16.2653151315132,201
"Hennepin","Private room",1,2,4,30,173,124,4.9,4.89,4.95,0,0,0,1,5.14887870749477,100
"Hennepin","Entire home/apt",1,2,4,3,216,82,4.87,4.88,5,1,0,1,1,3.38599913850435,200
"Hennepin","Private room",1,1,2,3,313,80,4.8,4.85,4.75,0,0,1,1,3.5302459747347,45
"Hennepin","Private room",1,1,2,1,149,227,4.89,4.94,4.91,0,0,1,4,2.44559736071508,56
"Ramsey","Entire home/apt",2,2,4,7,0,20,5,4.9,4.85,0,0,1,1,3.94785946493851,280
"Hennepin","Entire home/apt",2.5,5,10,3,158,33,4.94,4.97,4.79,0,0,1,1,7.07211231743,248
"Dakota","Private room",1,1,4,2,255,66,4.98,4.97,4.98,1,0,1,1,9.32159496526672,79
"Hennepin","Entire home/apt",1,1,3,30,227,23,4.74,4.61,4.91,0,0,0,1,9.3951436585358,65
"Washington","Entire home/apt",1,2,5,2,319,76,4.82,4.79,4.97,1,0,1,1,15.7467597958586,306
"Dakota","Private room",1,1,4,2,0,1,3,5,5,0,0,0,1,11.3045783681477,65
"Hennepin","Entire home/apt",1,2,2,2,0,34,4.88,4.94,5,1,0,1,1,1.76899892274273,78
"Hennepin","Entire home/apt",1,2,6,30,0,1,4,4,5,0,0,1,1,3.51033580851135,66
"Ramsey","Private room",1.5,1,1,1,365,33,4.67,4.48,4.61,1,0,1,64,3.96204827093032,30
"Ramsey","Entire home/apt",1,1,4,2,124,268,4.9,4.91,4.88,1,0,1,2,3.41337101891281,151
"Ramsey","Entire home/apt",3,4,8,7,267,8,5,5,5,0,0,1,1,3.39490120460728,650
"Hennepin","Entire home/apt",1.5,3,6,7,193,67,4.97,4.96,4.93,0,0,0,1,1.9875328981896,175
"Isanti","Entire home/apt",2,4,7,2,226,104,4.82,4.9,4.92,1,0,1,1,41.2917650292199,210
"Dakota","Entire home/apt",1,3,3,365,0,21,4.71,4.57,4.67,0,0,1,4,14.8154138518348,255
"Hennepin","Private room",1,1,2,1,148,34,4.88,4.88,4.97,1,0,1,1,1.22174859152819,65
"Hennepin","Entire home/apt",1,1,3,2,360,132,4.86,4.93,4.88,1,1,1,6,7.07970556448444,75
"Hennepin","Private room",1.5,1,2,2,85,95,4.94,4.99,4.95,1,1,1,3,7.59725678698098,43
"Ramsey","Private room",1,1,2,1,213,35,5,5,4.97,1,1,1,6,1.40999150167476,130
"Ramsey","Private room",1,1,4,2,302,81,4.93,5,4.96,1,0,1,1,3.85841030345484,98
"Hennepin","Private room",1,1,2,3,90,1,5,5,4,0,0,0,2,8.44627478429861,150
"Hennepin","Entire home/apt",1,2,5,1,230,18,5,4.94,5,0,0,1,4,2.47032401917603,231
"Dakota","Entire home/apt",1,2,5,2,30,27,4.74,4.74,5,0,0,1,1,20.2450077101353,110
"Hennepin","Private room",1,1,1,1,142,125,4.77,4.63,4.88,0,0,1,1,2.775144414782,55
"Hennepin","Entire home/apt",3.5,4,10,3,349,42,4.98,4.98,5,1,0,1,1,2.1420600034764,899
"Anoka","Entire home/apt",1.5,2,8,2,246,105,4.89,4.9,4.87,1,0,1,3,12.0979116417271,144
"Hennepin","Entire home/apt",1,2,6,2,149,258,4.73,4.69,4.95,0,0,1,1,4.21995405831187,110
"Hennepin","Private room",1,1,2,2,316,150,4.71,4.68,4.88,0,1,0,1,7.60822570072375,43
"Anoka","Entire home/apt",1,2,4,3,0,30,4.9,4.87,4.97,0,0,1,1,15.6699015193156,95
"Hennepin","Private room",1,1,2,1,365,9,5,5,5,0,1,1,1,3.25199377034083,70
"Hennepin","Entire home/apt",1,2,6,2,52,173,4.91,4.89,4.92,1,0,1,4,2.37759283695628,87
"Hennepin","Entire home/apt",1,2,6,2,59,222,4.88,4.87,4.89,1,0,1,4,2.3296763337955,83
"Hennepin","Entire home/apt",2,3,7,1,191,135,4.98,5,4.99,1,0,1,3,2.09142538776814,178
"Washington","Entire home/apt",3.5,4,12,1,244,2,4.5,4.5,5,1,0,1,7,8.98378262953673,990
"Hennepin","Private room",1,1,2,2,144,61,4.95,4.95,4.97,1,0,1,3,1.80599479795305,80
"Ramsey","Entire home/apt",1,2,4,3,314,32,4.68,4.84,4.84,0,0,1,1,1.92815435711025,129
"Hennepin","Entire home/apt",1,1,4,2,136,175,4.91,4.9,4.95,1,0,0,1,1.00778431015672,65
"Hennepin","Entire home/apt",1.5,4,8,3,193,22,4.95,4.95,4.73,1,0,1,2,4.62117545265951,198
"Hennepin","Entire home/apt",2,2,4,30,51,24,4.75,4.71,4.88,0,0,1,1,4.15567319801634,54
"Chisago","Entire home/apt",3.5,5,16,3,282,15,5,5,5,0,0,1,1,32.3759972077488,458
"Hennepin","Entire home/apt",3,4,8,2,0,16,5,5,4.93,0,1,0,1,3.55926511846462,300
"Anoka","Entire home/apt",2.5,3,6,3,0,1,5,5,5,0,0,0,1,4.79522392946354,450
"Hennepin","Entire home/apt",2,2,4,2,237,48,4.93,4.89,4.96,1,1,1,1,5.74550757247363,175
"Hennepin","Private room",1,2,4,2,44,7,5,4.86,5,1,1,1,3,8.87600214261231,85
"Hennepin","Entire home/apt",1,1,4,3,102,364,4.95,4.96,4.84,1,0,1,2,1.35422244099906,69
"Hennepin","Entire home/apt",2,3,6,3,81,38,4.7,4.89,4.81,0,1,0,1,10.698794453446,200
"Ramsey","Private room",1,1,2,1,180,3,5,5,5,0,0,1,4,3.99329852343505,80
"Hennepin","Entire home/apt",2,3,6,4,167,157,4.96,4.97,4.92,1,0,1,1,2.45542574111037,125
"Hennepin","Entire home/apt",1.5,4,7,2,151,92,4.98,4.92,4.99,1,0,1,3,2.82876894677619,301
"Hennepin","Entire home/apt",1,2,4,1,256,178,4.86,4.68,4.96,1,0,1,2,4.5508448209734,80
"Hennepin","Entire home/apt",2,3,8,2,49,64,4.95,4.87,4.97,1,1,1,1,6.03956909308709,244
"Hennepin","Entire home/apt",3,4,8,2,0,9,5,5,4.78,0,0,1,1,6.29905759595083,475
"Hennepin","Entire home/apt",1,2,4,2,33,155,4.99,4.97,4.92,0,0,0,1,2.88691565084508,88
